TF_ID	Gene_ID	Family
TRAES3BF122000050CFD_t1	TRAES3BF122000050CFD_g	NAC
TRAES3BF130100030CFD_t1	TRAES3BF130100030CFD_g	bHLH
TRAES3BF135900010CFD_t1	TRAES3BF135900010CFD_g	bHLH
TRAES3BF136000020CFD_t1	TRAES3BF136000020CFD_g	bHLH
TRAES3BF136000030CFD_t1	TRAES3BF136000030CFD_g	bHLH
TRAES3BF136700080CFD_t1	TRAES3BF136700080CFD_g	NAC
TRAES3BF146000020CFD_t1	TRAES3BF146000020CFD_g	TCP
TRAES3BF155500010CFD_t1	TRAES3BF155500010CFD_g	Dof
TRAES3BF156400030CFD_t1	TRAES3BF156400030CFD_g	ZF-HD
TRAES3BF169000100CFD_t1	TRAES3BF169000100CFD_g	bHLH
TRAES3BF178300020CFD_t1	TRAES3BF178300020CFD_g	GRAS
TRAES3BF180700010CFD_t1	TRAES3BF180700010CFD_g	WRKY
TRAES3BF183400010CFD_t1	TRAES3BF183400010CFD_g	bHLH
TRAES3BF201400030CFD_t1	TRAES3BF201400030CFD_g	bHLH
TRAES3BF267200010CFD_t1	TRAES3BF267200010CFD_g	WRKY
TRAES3BF267500030CFD_t1	TRAES3BF267500030CFD_g	GRAS
TRAES3BF267500040CFD_t1	TRAES3BF267500040CFD_g	GRAS
TRAES3BF267500050CFD_t1	TRAES3BF267500050CFD_g	GRAS
TRAES3BF273700010CFD_t1	TRAES3BF273700010CFD_g	BES1
TRAES3BF276900020CFD_t1	TRAES3BF276900020CFD_g	bHLH
TRAES3BF279000260CFD_t1	TRAES3BF279000260CFD_g	Dof
Traes_3B_FA3CD3CB6.1	Traes_3B_FA3CD3CB6	NF-YB
Traes_3B_FACAC1A32.1	Traes_3B_FACAC1A32	bHLH
Traes_3DL_062F4B215.1	Traes_3DL_062F4B215	CPP
Traes_3DL_0BF080E4B.2	Traes_3DL_0BF080E4B	NAC
Traes_3DL_136F5F731.1	Traes_3DL_136F5F731	NF-YB
Traes_3DL_13B382BD2.1	Traes_3DL_13B382BD2	GRAS
Traes_3DL_19DD13245.1	Traes_3DL_19DD13245	FAR1
Traes_3DL_1E9DECCEA.1	Traes_3DL_1E9DECCEA	E2F/DP
Traes_3DL_20ED2EA4C.1	Traes_3DL_20ED2EA4C	bZIP
Traes_3DL_2551BF2C1.1	Traes_3DL_2551BF2C1	WRKY
Traes_3DL_2795DC25B.1	Traes_3DL_2795DC25B	bHLH
Traes_3DL_3ECFD7555.1	Traes_3DL_3ECFD7555	FAR1
Traes_3DL_4544FA87D.1	Traes_3DL_4544FA87D	bHLH
Traes_3DL_48F7A19D2.1	Traes_3DL_48F7A19D2	WRKY
Traes_3DL_4A4D552B2.1	Traes_3DL_4A4D552B2	bZIP
Traes_3DL_4E6EA6F5B.1	Traes_3DL_4E6EA6F5B	VOZ
Traes_3DL_564FE4223.1	Traes_3DL_564FE4223	bHLH
Traes_3DL_575C5670C.2	Traes_3DL_575C5670C	FAR1
Traes_3DL_5F3D20D9F.1	Traes_3DL_5F3D20D9F	bHLH
Traes_3DL_663081CEA.1	Traes_3DL_663081CEA	CAMTA
Traes_3DL_678D51EAD.1	Traes_3DL_678D51EAD	WRKY
Traes_3DL_7456F61A3.1	Traes_3DL_7456F61A3	WRKY
Traes_3DL_7B0E46392.1	Traes_3DL_7B0E46392	FAR1
Traes_3DL_801E89185.1	Traes_3DL_801E89185	bHLH
Traes_3DL_80E8CBB73.1	Traes_3DL_80E8CBB73	FAR1
Traes_3DL_886A895A4.1	Traes_3DL_886A895A4	bHLH
Traes_3DL_A3AC10E58.1	Traes_3DL_A3AC10E58	GRAS
Traes_3DL_A6713EED4.1	Traes_3DL_A6713EED4	NF-YB
Traes_3DL_A71427183.1	Traes_3DL_A71427183	bZIP
Traes_3DL_BF7D83705.1	Traes_3DL_BF7D83705	GRAS
Traes_3DL_C5832B670.1	Traes_3DL_C5832B670	HSF
Traes_3DL_C686CE2E3.2	Traes_3DL_C686CE2E3	NAC
Traes_3DL_DF0D3F3FE.1	Traes_3DL_DF0D3F3FE	WRKY
Traes_3DL_E21790878.1	Traes_3DL_E21790878	bZIP
Traes_3DL_E22D9AEAE.1	Traes_3DL_E22D9AEAE	bHLH
Traes_3DS_247FA5037.1	Traes_3DS_247FA5037	bHLH
Traes_3DS_29943C262.1	Traes_3DS_29943C262	Dof
Traes_3DS_2D5A1C423.1	Traes_3DS_2D5A1C423	FAR1
Traes_3DS_2F11B975C.1	Traes_3DS_2F11B975C	bHLH
Traes_3DS_3520D86D7.1	Traes_3DS_3520D86D7	NAC
Traes_3DS_72524290F.1	Traes_3DS_72524290F	Dof
Traes_3DS_7C9147219.3	Traes_3DS_7C9147219	NAC
Traes_3DS_7F9611256.1	Traes_3DS_7F9611256	bHLH
Traes_3DS_81B8AB548.1	Traes_3DS_81B8AB548	bHLH
Traes_3DS_833AD0EE2.1	Traes_3DS_833AD0EE2	NF-YB
Traes_3DS_930F3B5AD.2	Traes_3DS_930F3B5AD	NAC
Traes_3DS_9A02CF31D.1	Traes_3DS_9A02CF31D	WRKY
Traes_3DS_AB726A97D.1	Traes_3DS_AB726A97D	FAR1
Traes_3DS_BB7306A01.1	Traes_3DS_BB7306A01	bZIP
Traes_3DS_D79D35637.1	Traes_3DS_D79D35637	bHLH
Traes_3DS_E1D759A90.1	Traes_3DS_E1D759A90	Nin-like
Traes_3DS_E799374CA.1	Traes_3DS_E799374CA	NAC
Traes_3DS_F18F3A1A1.1	Traes_3DS_F18F3A1A1	bHLH
Traes_3DS_F6B1E6078.1	Traes_3DS_F6B1E6078	WRKY
Traes_3DS_F9B6E4E1F.1	Traes_3DS_F9B6E4E1F	NF-X1
Traes_4AL_04B7D5758.1	Traes_4AL_04B7D5758	GRAS
Traes_4AL_080706A7E.1	Traes_4AL_080706A7E	BES1
Traes_4AL_096D26391.2	Traes_4AL_096D26391	CPP
Traes_4AL_0A3D7BB7F.1	Traes_4AL_0A3D7BB7F	GRAS
Traes_4AL_0BB0A30D1.2	Traes_4AL_0BB0A30D1	bHLH
Traes_4AL_14A81F225.1	Traes_4AL_14A81F225	NF-YC
Traes_4AL_161D3D25E.2	Traes_4AL_161D3D25E	FAR1
Traes_4AL_2257954B9.1	Traes_4AL_2257954B9	NAC
Traes_4AL_22CE41C6F.1	Traes_4AL_22CE41C6F	NAC
Traes_4AL_234E1CDF6.1	Traes_4AL_234E1CDF6	WRKY
Traes_4AL_273ACCFFD.1	Traes_4AL_273ACCFFD	bZIP
Traes_4AL_2EEECCC4B.1	Traes_4AL_2EEECCC4B	WRKY
Traes_4AL_2F7E6536A.2	Traes_4AL_2F7E6536A	CAMTA
Traes_4AL_3AFF9664B.2	Traes_4AL_3AFF9664B	NAC
Traes_4AL_3BA1D51E2.1	Traes_4AL_3BA1D51E2	LBD
Traes_4AL_3E11167D9.1	Traes_4AL_3E11167D9	WRKY
Traes_4AL_4108A9D5E.1	Traes_4AL_4108A9D5E	GATA
Traes_4AL_5062917C4.1	Traes_4AL_5062917C4	SBP
Traes_4AL_5659286D11.1	Traes_4AL_5659286D11	ZF-HD
Traes_4AL_573E93FCC.1	Traes_4AL_573E93FCC	Dof
Traes_4AL_5DF356F5A.2	Traes_4AL_5DF356F5A	Trihelix
Traes_4AL_5E7F93445.2	Traes_4AL_5E7F93445	bZIP
Traes_4AL_61B6D8837.1	Traes_4AL_61B6D8837	bHLH
Traes_4AL_6566FA47B.1	Traes_4AL_6566FA47B	NF-YB
Traes_4AL_6A6EC9A6A.2	Traes_4AL_6A6EC9A6A	bHLH
Traes_4AL_7241716B6.1	Traes_4AL_7241716B6	LBD
Traes_4AL_75D069945.1	Traes_4AL_75D069945	TCP
Traes_4AL_77F4CC833.1	Traes_4AL_77F4CC833	GRAS
Traes_4AL_792F1D482.1	Traes_4AL_792F1D482	bZIP
Traes_4AL_7B4A599EC.1	Traes_4AL_7B4A599EC	GRAS
Traes_4AL_7C4C68FD0.2	Traes_4AL_7C4C68FD0	NF-YA
Traes_4AL_884BA5746.1	Traes_4AL_884BA5746	GRAS
Traes_4AL_8B3A3CC2F.2	Traes_4AL_8B3A3CC2F	FAR1
Traes_4AL_8FABAA6C3.2	Traes_4AL_8FABAA6C3	NAC
Traes_4AL_9018B5132.1	Traes_4AL_9018B5132	FAR1
Traes_4AL_977AF4963.1	Traes_4AL_977AF4963	GRAS
Traes_4AL_98B1C762B.1	Traes_4AL_98B1C762B	WRKY
Traes_4AL_99942CBEA.2	Traes_4AL_99942CBEA	NAC
Traes_4AL_9A089DC10.1	Traes_4AL_9A089DC10	FAR1
Traes_4AL_9E0D1CFA6.1	Traes_4AL_9E0D1CFA6	WRKY
Traes_4AL_A02408BC8.2	Traes_4AL_A02408BC8	BBR-BPC
Traes_4AL_A5E7EC1A3.2	Traes_4AL_A5E7EC1A3	NAC
Traes_4AL_A8A3117E2.1	Traes_4AL_A8A3117E2	NAC
Traes_4AL_ABD465CB6.1	Traes_4AL_ABD465CB6	HSF
Traes_4AL_AD9C8CB77.1	Traes_4AL_AD9C8CB77	LBD
Traes_4AL_B2CACD56E.1	Traes_4AL_B2CACD56E	GRAS
Traes_4AL_B44DF4ACC.1	Traes_4AL_B44DF4ACC	NAC
Traes_4AL_B6992AAA6.1	Traes_4AL_B6992AAA6	GATA
Traes_4AL_BB3F89030.1	Traes_4AL_BB3F89030	LBD
Traes_4AL_BC54910D5.2	Traes_4AL_BC54910D5	ZF-HD
Traes_4AL_BF13412D4.2	Traes_4AL_BF13412D4	NAC
Traes_4AL_C060BF9F6.3	Traes_4AL_C060BF9F6	LBD
Traes_4AL_C217A20A1.2	Traes_4AL_C217A20A1	GRAS
Traes_4AL_C2A825B6D.1	Traes_4AL_C2A825B6D	WRKY
Traes_4AL_C5050FD87.1	Traes_4AL_C5050FD87	FAR1
Traes_4AL_C6278AB8E.1	Traes_4AL_C6278AB8E	bZIP
Traes_4AL_CAF4E16B5.1	Traes_4AL_CAF4E16B5	LBD
Traes_4AL_E57587E16.1	Traes_4AL_E57587E16	TCP
Traes_4AL_E769BB5A6.1	Traes_4AL_E769BB5A6	GRAS
Traes_4AL_EE88645E2.1	Traes_4AL_EE88645E2	bHLH
Traes_4AL_F023A8691.1	Traes_4AL_F023A8691	GRAS
Traes_4AL_F1DC044FA.1	Traes_4AL_F1DC044FA	Trihelix
Traes_4AL_F3571097B.1	Traes_4AL_F3571097B	bHLH
Traes_4AL_F5C91EC4A.1	Traes_4AL_F5C91EC4A	Nin-like
Traes_4AL_F853C8660.1	Traes_4AL_F853C8660	NAC
Traes_4AL_FB3CE240C.1	Traes_4AL_FB3CE240C	GRAS
Traes_4AL_FE94301FD.1	Traes_4AL_FE94301FD	Whirly
Traes_4AL_FF199F127.1	Traes_4AL_FF199F127	GRAS
Traes_4AS_02B607421.1	Traes_4AS_02B607421	HSF
Traes_4AS_03A679D8F.1	Traes_4AS_03A679D8F	NF-YC
Traes_4AS_0DA136E0E.1	Traes_4AS_0DA136E0E	WRKY
Traes_4AS_124CCE880.2	Traes_4AS_124CCE880	FAR1
Traes_4AS_19FA06316.1	Traes_4AS_19FA06316	GRAS
Traes_4AS_1A68F2C29.2	Traes_4AS_1A68F2C29	bZIP
Traes_4AS_200E79902.1	Traes_4AS_200E79902	FAR1
Traes_4AS_200E799021.1	Traes_4AS_200E799021	FAR1
Traes_4AS_2603E68AF.3	Traes_4AS_2603E68AF	NF-YA
Traes_4AS_2BDA1260C.3	Traes_4AS_2BDA1260C	EIL
Traes_4AS_45B416B25.1	Traes_4AS_45B416B25	bZIP
Traes_4AS_48979CBE1.2	Traes_4AS_48979CBE1	BBR-BPC
Traes_4AS_491EF4D7F.1	Traes_4AS_491EF4D7F	E2F/DP
Traes_4AS_4A418E6B5.4	Traes_4AS_4A418E6B5	FAR1
Traes_4AS_4C9A95F10.1	Traes_4AS_4C9A95F10	bHLH
Traes_4AS_52EB860E7.2	Traes_4AS_52EB860E7	HSF
Traes_4AS_551523088.1	Traes_4AS_551523088	FAR1
Traes_4AS_5971FF832.1	Traes_4AS_5971FF832	LBD
Traes_4AS_636DF8B4C.2	Traes_4AS_636DF8B4C	FAR1
Traes_4AS_669BAF6C7.1	Traes_4AS_669BAF6C7	LBD
Traes_4AS_6B1AEFACE.2	Traes_4AS_6B1AEFACE	FAR1
Traes_4AS_6EDD5ACF7.2	Traes_4AS_6EDD5ACF7	bZIP
Traes_4AS_70DF607CC.1	Traes_4AS_70DF607CC	WRKY
Traes_4AS_73658DB91.1	Traes_4AS_73658DB91	NF-YC
Traes_4AS_7530AAEB4.1	Traes_4AS_7530AAEB4	bHLH
Traes_4AS_86FF10C36.1	Traes_4AS_86FF10C36	Dof
Traes_4AS_92067319F.1	Traes_4AS_92067319F	NAC
Traes_4AS_928691B39.1	Traes_4AS_928691B39	GeBP
Traes_4AS_AA492B6A9.1	Traes_4AS_AA492B6A9	FAR1
Traes_4AS_B95A1C3A1.1	Traes_4AS_B95A1C3A1	NAC
Traes_4AS_BE972A266.1	Traes_4AS_BE972A266	YABBY
Traes_4AS_BE972A2661.1	Traes_4AS_BE972A2661	YABBY
Traes_4AS_C30034054.1	Traes_4AS_C30034054	GRAS
Traes_4AS_D95D10893.1	Traes_4AS_D95D10893	bHLH
Traes_4AS_DBDA5E9C6.1	Traes_4AS_DBDA5E9C6	NAC
Traes_4AS_DD16F89E7.1	Traes_4AS_DD16F89E7	bHLH
Traes_4AS_DD5072A70.1	Traes_4AS_DD5072A70	bHLH
Traes_4AS_E20BDE652.1	Traes_4AS_E20BDE652	Dof
Traes_4AS_E4935832A.2	Traes_4AS_E4935832A	bHLH
Traes_4AS_F9C171219.1	Traes_4AS_F9C171219	bZIP
Traes_4AS_FF900272B.1	Traes_4AS_FF900272B	bHLH
Traes_4BL_00160D0BD.1	Traes_4BL_00160D0BD	FAR1
Traes_4BL_011308A76.1	Traes_4BL_011308A76	BBR-BPC
Traes_4BL_0174177391.1	Traes_4BL_0174177391	NF-YC
Traes_4BL_03B8EA3BF.1	Traes_4BL_03B8EA3BF	NAC
Traes_4BL_0437CF0AD.1	Traes_4BL_0437CF0AD	FAR1
Traes_4BL_0437CF0AD1.1	Traes_4BL_0437CF0AD1	FAR1
Traes_4BL_097D9E8A8.1	Traes_4BL_097D9E8A8	Dof
Traes_4BL_0F2281616.2	Traes_4BL_0F2281616	bHLH
Traes_4BL_13069CE63.1	Traes_4BL_13069CE63	bHLH
Traes_4BL_19F19CCC0.1	Traes_4BL_19F19CCC0	bHLH
Traes_4BL_208AF4C7D.2	Traes_4BL_208AF4C7D	FAR1
Traes_4BL_2136196AE.2	Traes_4BL_2136196AE	NAC
Traes_4BL_24D87D874.1	Traes_4BL_24D87D874	bHLH
Traes_4BL_27B9E4CE6.1	Traes_4BL_27B9E4CE6	NAC
Traes_4BL_2B17F465A.1	Traes_4BL_2B17F465A	YABBY
Traes_4BL_2E125A702.1	Traes_4BL_2E125A702	HSF
Traes_4BL_2F534B325.1	Traes_4BL_2F534B325	bHLH
Traes_4BL_340D5E00A.1	Traes_4BL_340D5E00A	GRAS
Traes_4BL_34FE2C7F2.2	Traes_4BL_34FE2C7F2	YABBY
Traes_4BL_35C9289F3.2	Traes_4BL_35C9289F3	NAC
Traes_4BL_37108D17C.1	Traes_4BL_37108D17C	bHLH
Traes_4BL_3FB579782.1	Traes_4BL_3FB579782	LBD
Traes_4BL_4B8CA74B8.2	Traes_4BL_4B8CA74B8	bHLH
Traes_4BL_4C9A415F3.1	Traes_4BL_4C9A415F3	bZIP
Traes_4BL_5091DE58E.1	Traes_4BL_5091DE58E	HSF
Traes_4BL_54689C3C1.1	Traes_4BL_54689C3C1	bHLH
Traes_4BL_57E9A2C6B.2	Traes_4BL_57E9A2C6B	bHLH
Traes_4BL_7911992DE.1	Traes_4BL_7911992DE	Dof
Traes_4BL_7DA93696E.1	Traes_4BL_7DA93696E	NF-YA
Traes_4BL_7E2E98E50.2	Traes_4BL_7E2E98E50	bZIP
Traes_4BL_7F70575F9.1	Traes_4BL_7F70575F9	LBD
Traes_4BL_80683C0B9.1	Traes_4BL_80683C0B9	bZIP
Traes_4BL_83F647CBE.2	Traes_4BL_83F647CBE	bHLH
Traes_4BL_86572BB6D.1	Traes_4BL_86572BB6D	HSF
Traes_4BL_86941BB78.1	Traes_4BL_86941BB78	GRAS
Traes_4BL_8D44C3C97.1	Traes_4BL_8D44C3C97	NAC
Traes_4BL_9422485B3.2	Traes_4BL_9422485B3	bZIP
Traes_4BL_97EDABD02.2	Traes_4BL_97EDABD02	LBD
Traes_4BL_A0C5E3DD0.1	Traes_4BL_A0C5E3DD0	NAC
Traes_4BL_A2B32FCEE.1	Traes_4BL_A2B32FCEE	bHLH
Traes_4BL_A37F6FD08.3	Traes_4BL_A37F6FD08	CAMTA
Traes_4BL_A48C29364.1	Traes_4BL_A48C29364	bHLH
Traes_4BL_A4D0F4AD6.2	Traes_4BL_A4D0F4AD6	LBD
Traes_4BL_A8C6FBEB6.1	Traes_4BL_A8C6FBEB6	WRKY
Traes_4BL_B64C157DC.1	Traes_4BL_B64C157DC	HSF
Traes_4BL_B92B51F5D.1	Traes_4BL_B92B51F5D	NAC
Traes_4BL_BEF6AF501.2	Traes_4BL_BEF6AF501	bHLH
Traes_4BL_C8067812A.2	Traes_4BL_C8067812A	FAR1
Traes_4BL_CDCFB216C.1	Traes_4BL_CDCFB216C	GRAS
Traes_4BL_D44ACD58E.1	Traes_4BL_D44ACD58E	LBD
Traes_4BL_D592DBAAF.1	Traes_4BL_D592DBAAF	NAC
Traes_4BL_DAFEC95DD.1	Traes_4BL_DAFEC95DD	bZIP
Traes_4BL_DCD5FA440.1	Traes_4BL_DCD5FA440	FAR1
Traes_4BL_E20E75836.1	Traes_4BL_E20E75836	GRAS
Traes_4BL_EDA8441F6.1	Traes_4BL_EDA8441F6	GRAS
Traes_4BL_EFEC50B26.2	Traes_4BL_EFEC50B26	WRKY
Traes_4BL_F0B0E6B0A.2	Traes_4BL_F0B0E6B0A	FAR1
Traes_4BL_F1801E768.1	Traes_4BL_F1801E768	Trihelix
Traes_4BL_F1BECD544.1	Traes_4BL_F1BECD544	NAC
Traes_4BL_F34EBD618.1	Traes_4BL_F34EBD618	EIL
Traes_4BL_F3AB558D4.1	Traes_4BL_F3AB558D4	HSF
Traes_4BL_F6C3B5069.1	Traes_4BL_F6C3B5069	HSF
Traes_4BL_F71DE14F7.1	Traes_4BL_F71DE14F7	LBD
Traes_4BL_F7A02A7FD.1	Traes_4BL_F7A02A7FD	E2F/DP
Traes_4BL_FD0D3B74A.3	Traes_4BL_FD0D3B74A	bHLH
Traes_4BS_05D2F0613.2	Traes_4BS_05D2F0613	bHLH
Traes_4BS_071700C53.1	Traes_4BS_071700C53	GRAS
Traes_4BS_08B2BB48F.1	Traes_4BS_08B2BB48F	bZIP
Traes_4BS_1281828D6.2	Traes_4BS_1281828D6	GeBP
Traes_4BS_1751C4BBF.2	Traes_4BS_1751C4BBF	FAR1
Traes_4BS_179F7B2E1.1	Traes_4BS_179F7B2E1	NF-YB
Traes_4BS_2EA81743E1.2	Traes_4BS_2EA81743E1	GRAS
Traes_4BS_2EE4988CD.1	Traes_4BS_2EE4988CD	GRAS
Traes_4BS_344A932261.3	Traes_4BS_344A932261	GRAS
Traes_4BS_34AF89ACE.1	Traes_4BS_34AF89ACE	bHLH
Traes_4BS_373BDBA94.1	Traes_4BS_373BDBA94	NAC
Traes_4BS_3BCDF0612.1	Traes_4BS_3BCDF0612	LBD
Traes_4BS_3F0358CB1.1	Traes_4BS_3F0358CB1	FAR1
Traes_4BS_43C44F47B.1	Traes_4BS_43C44F47B	Nin-like
Traes_4BS_4B1025766.1	Traes_4BS_4B1025766	Dof
Traes_4BS_5D9291539.1	Traes_4BS_5D9291539	LBD
Traes_4BS_6A0B5C129.1	Traes_4BS_6A0B5C129	TCP
Traes_4BS_6AFF9C78A.2	Traes_4BS_6AFF9C78A	bHLH
Traes_4BS_7322F0DC2.4	Traes_4BS_7322F0DC2	ZF-HD
Traes_4BS_7579785B4.1	Traes_4BS_7579785B4	ZF-HD
Traes_4BS_8439AC445.2	Traes_4BS_8439AC445	bZIP
Traes_4BS_85666ADAF.1	Traes_4BS_85666ADAF	Trihelix
Traes_4BS_929E7B27B.2	Traes_4BS_929E7B27B	CPP
Traes_4BS_96AE357C6.1	Traes_4BS_96AE357C6	GeBP
Traes_4BS_9928BD91A.1	Traes_4BS_9928BD91A	NAC
Traes_4BS_9B385BB1C.2	Traes_4BS_9B385BB1C	bHLH
Traes_4BS_9BFCC52AD.1	Traes_4BS_9BFCC52AD	bHLH
Traes_4BS_A05D3DC53.1	Traes_4BS_A05D3DC53	GRAS
Traes_4BS_A6D9EB0E5.1	Traes_4BS_A6D9EB0E5	WRKY
Traes_4BS_A79538646.4	Traes_4BS_A79538646	GRAS
Traes_4BS_ACD70539F.1	Traes_4BS_ACD70539F	GATA
Traes_4BS_B43A99154.1	Traes_4BS_B43A99154	LBD
Traes_4BS_B7A8F8CD8.1	Traes_4BS_B7A8F8CD8	bZIP
Traes_4BS_B7B7EFF37.1	Traes_4BS_B7B7EFF37	NF-YA
Traes_4BS_BA032E4A1.1	Traes_4BS_BA032E4A1	Trihelix
Traes_4BS_C1F4F41E9.2	Traes_4BS_C1F4F41E9	LBD
Traes_4BS_CB673DE9E.1	Traes_4BS_CB673DE9E	bHLH
Traes_4BS_CE839571B.2	Traes_4BS_CE839571B	WRKY
Traes_4BS_DC076554D.1	Traes_4BS_DC076554D	TCP
Traes_4BS_DCA6E2BE0.2	Traes_4BS_DCA6E2BE0	GRAS
Traes_4BS_E01AAE6DE.1	Traes_4BS_E01AAE6DE	bHLH
Traes_4BS_E9E0C550B.1	Traes_4BS_E9E0C550B	LBD
Traes_4BS_EC11C40EC.1	Traes_4BS_EC11C40EC	GRAS
Traes_4BS_ED206A2BB.1	Traes_4BS_ED206A2BB	bZIP
Traes_4DL_0075CCAD9.1	Traes_4DL_0075CCAD9	bHLH
Traes_4DL_05F87867C.1	Traes_4DL_05F87867C	LBD
Traes_4DL_0A32CD500.1	Traes_4DL_0A32CD500	bHLH
Traes_4DL_19DC0CA31.1	Traes_4DL_19DC0CA31	bZIP
Traes_4DL_1C0F38900.1	Traes_4DL_1C0F38900	bHLH
Traes_4DL_21C202E37.1	Traes_4DL_21C202E37	GeBP
Traes_4DL_25E90F954.1	Traes_4DL_25E90F954	GRAS
Traes_4DL_29A136781.2	Traes_4DL_29A136781	bHLH
Traes_4DL_3140A8240.1	Traes_4DL_3140A8240	WRKY
Traes_4DL_43D63ABE3.1	Traes_4DL_43D63ABE3	LBD
Traes_4DL_54E14ABCB.2	Traes_4DL_54E14ABCB	NAC
Traes_4DL_55503B3CD.1	Traes_4DL_55503B3CD	bHLH
Traes_4DL_5851FBD0C.1	Traes_4DL_5851FBD0C	bHLH
Traes_4DL_5B3B57371.1	Traes_4DL_5B3B57371	GRAS
Traes_4DL_61AE80723.1	Traes_4DL_61AE80723	bHLH
Traes_4DL_631616695.2	Traes_4DL_631616695	YABBY
Traes_4DL_64E445D4A.1	Traes_4DL_64E445D4A	Trihelix
Traes_4DL_66D0047A7.1	Traes_4DL_66D0047A7	HSF
Traes_4DL_68FD80D58.2	Traes_4DL_68FD80D58	NAC
Traes_4DL_73DC40D7B.1	Traes_4DL_73DC40D7B	bZIP
Traes_4DL_7BD3165FB.1	Traes_4DL_7BD3165FB	bHLH
Traes_4DL_7CB8EC5A8.1	Traes_4DL_7CB8EC5A8	NAC
Traes_4DL_7E6EA625C.1	Traes_4DL_7E6EA625C	CPP
Traes_4DL_8156B39DF.1	Traes_4DL_8156B39DF	NF-YA
Traes_4DL_879C8557D.1	Traes_4DL_879C8557D	FAR1
Traes_4DL_9477862E8.2	Traes_4DL_9477862E8	bHLH
Traes_4DL_978C600B5.1	Traes_4DL_978C600B5	Dof
Traes_4DL_9A51D1EB2.2	Traes_4DL_9A51D1EB2	HSF
Traes_4DL_9DB76B434.1	Traes_4DL_9DB76B434	Dof
Traes_4DL_A13AE4BE6.2	Traes_4DL_A13AE4BE6	NAC
Traes_4DL_A2012EA68.1	Traes_4DL_A2012EA68	LBD
Traes_4DL_A76BE77E4.1	Traes_4DL_A76BE77E4	bHLH
Traes_4DL_A9DA4DCF1.2	Traes_4DL_A9DA4DCF1	FAR1
Traes_4DL_ACF3BE9C5.1	Traes_4DL_ACF3BE9C5	bHLH
Traes_4DL_AE039EE10.1	Traes_4DL_AE039EE10	E2F/DP
Traes_4DL_AE5093871.1	Traes_4DL_AE5093871	BBR-BPC
Traes_4DL_B29067862.2	Traes_4DL_B29067862	NAC
Traes_4DL_C083C804E.1	Traes_4DL_C083C804E	EIL
Traes_4DL_C2F35966E.2	Traes_4DL_C2F35966E	CAMTA
Traes_4DL_C77385A0D.2	Traes_4DL_C77385A0D	FAR1
Traes_4DL_CFA19981D.2	Traes_4DL_CFA19981D	Dof
Traes_4DL_D84567626.1	Traes_4DL_D84567626	NAC
Traes_4DL_DA70DBAFC.1	Traes_4DL_DA70DBAFC	bHLH
Traes_4DL_DC6A55EEE.2	Traes_4DL_DC6A55EEE	Trihelix
Traes_4DL_E0847FBC5.1	Traes_4DL_E0847FBC5	LBD
Traes_4DL_E50C77AEC.3	Traes_4DL_E50C77AEC	GRAS
Traes_4DL_E6F4A32C9.1	Traes_4DL_E6F4A32C9	Nin-like
Traes_4DL_EB6D912CB.1	Traes_4DL_EB6D912CB	bHLH
Traes_4DL_ECE64510D.1	Traes_4DL_ECE64510D	bHLH
Traes_4DL_EE941086E.1	Traes_4DL_EE941086E	HSF
Traes_4DL_F0BE36C9D.1	Traes_4DL_F0BE36C9D	NAC
Traes_4DL_F38ED7FB6.1	Traes_4DL_F38ED7FB6	bZIP
Traes_4DL_F512146B2.2	Traes_4DL_F512146B2	NF-YC
Traes_4DL_F822F371E.2	Traes_4DL_F822F371E	bHLH
Traes_4DL_FA07D8414.1	Traes_4DL_FA07D8414	HSF
Traes_4DS_01780A949.1	Traes_4DS_01780A949	FAR1
Traes_4DS_050789E2A.1	Traes_4DS_050789E2A	GRAS
Traes_4DS_0521C8ABF.1	Traes_4DS_0521C8ABF	bZIP
Traes_4DS_069F2900B.1	Traes_4DS_069F2900B	bHLH
Traes_4DS_07F394006.2	Traes_4DS_07F394006	bHLH
Traes_4DS_09F1F5173.1	Traes_4DS_09F1F5173	NAC
Traes_4DS_11C3B0459.1	Traes_4DS_11C3B0459	LBD
Traes_4DS_258687ACC.1	Traes_4DS_258687ACC	GRAS
Traes_4DS_2B4E99BE4.2	Traes_4DS_2B4E99BE4	GRAS
Traes_4DS_2CE9E3235.1	Traes_4DS_2CE9E3235	GRAS
Traes_4DS_2E95B3A30.2	Traes_4DS_2E95B3A30	CPP
Traes_4DS_30D830CD9.1	Traes_4DS_30D830CD9	Trihelix
Traes_4DS_38EA63379.2	Traes_4DS_38EA63379	Nin-like
Traes_4DS_3BE557D5C.2	Traes_4DS_3BE557D5C	WRKY
Traes_4DS_3C9C1DBA1.3	Traes_4DS_3C9C1DBA1	FAR1
Traes_4DS_4CF7C00FE.1	Traes_4DS_4CF7C00FE	Dof
Traes_4DS_5644BB36D.3	Traes_4DS_5644BB36D	GRAS
Traes_4DS_59A46B69A.1	Traes_4DS_59A46B69A	TCP
Traes_4DS_6A9EB40A4.1	Traes_4DS_6A9EB40A4	bHLH
Traes_4DS_72ABC3EE5.2	Traes_4DS_72ABC3EE5	LBD
Traes_4DS_7488F4608.1	Traes_4DS_7488F4608	bHLH
Traes_4DS_7B0E8D459.2	Traes_4DS_7B0E8D459	bHLH
Traes_4DS_7F3D9E4D9.2	Traes_4DS_7F3D9E4D9	bHLH
